Nome_Do_Curso;CD_SUBGRUPO;NM_SUBGRUPO;NU_PERGUNTA;Pergunta;Ordem_Opções;Opção;Porcentagem;Respostas;Total_do_Curso
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5796 ;Regular;"7,3";3 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5797 ;Ruim;"4,9";2 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5798 ;Péssimo;"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5871 ;Ótimo;"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5872 ;Bom;"34,1";14 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5873 ;Regular;"29,3";12 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5874 ;Ruim;"17,1";7 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5875 ;Péssimo;"14,6";6 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5916 ;NSI;"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5876 ;Ótimo;"9,8";4 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5877 ;Bom;"46,3";19 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5878 ;Regular;"17,1";7 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5879 ;Ruim;"12,2";5 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5880 ;Péssimo;"12,2";5 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5917 ;NSI;"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5881 ;Ótimo;"14,6";6 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5882 ;Bom;"26,8";11 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5883 ;Regular;"43,9";18 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5884 ;Ruim;"7,3";3 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5885 ;Péssimo;"7,3";3 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5886 ;Ótimo;"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5887 ;Bom;"26,8";11 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5888 ;Regular;"43,9";18 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5889 ;Ruim;"12,2";5 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5890 ;Péssimo;"14,6";6 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5891 ;Excessiva;"9,8";4 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5892 ;Suficiente;"68,3";28 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5893 ;"Condizente, em parte";"12,2";5 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5894 ;Insuficiente;"9,8";4 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5965 ;Sim;"87,8";36 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5966 ;Não;"9,8";4 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5967 ;NSI;"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5897 ;"Sim, todos os dias";"7,3";3 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5898 ;"Sim, pouco frequente";"43,9";18 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5899 ;Não houve;"9,8";4 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5943 ;"Sim, frequentemente";39;16 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;13 ;"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?";5953 ;"Sim, foi cumprido";"87,8";36 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;13 ;"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?";5954 ;"Não, foi extrapolado";"4,9";2 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;13 ;"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?";5961 ;"Não, foi inferior ";"7,3";3 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5955 ;"Sim, de 1 a 3";"19,5";8 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5956 ;"Sim, de 4 a 6 ";"24,4";10 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5957 ;"Sim, de 7 a 10 ";"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5964 ;Não;"53,7";22 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5958 ;Suficiente;"41,5";17 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5959 ;Insuficiente;"14,6";6 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5960 ;Excessivo;"36,6";15 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5962 ;NSI;"7,3";3 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5968 ;"Sim, suficiente";"34,1";14 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5969 ;"Não, insuficiente";"63,4";26 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5987 ;"Não, excedeu";"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;17 ;"1.17- O tempo de correção das provas e o retorno para os alunos, foi corente?";5986 ;"Sim, no prazo";"65,9";27 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;17 ;"1.17- O tempo de correção das provas e o retorno para os alunos, foi corente?";5988 ;"Não, demorou";"34,1";14 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5972 ;Não solicitei;"17,1";7 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5983 ;Sim;"58,5";24 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5985 ;Não;"24,4";10 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;19 ;1.19- Foi necessária a sua presença fora da sua residência para a realização de atividades ou de avaliações periódicas?;5982 ;Sim;"4,9";2 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;19 ;1.19- Foi necessária a sua presença fora da sua residência para a realização de atividades ou de avaliações periódicas?;5984 ;Não;"95,1";39 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;20 ;"1.20- Nas aulas síncronas, com diferentes professor, foi realizado intervalo entre as aulas?";5974 ;"Sim, 10 a 20 min.";"75,6";31 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;20 ;"1.20- Nas aulas síncronas, com diferentes professor, foi realizado intervalo entre as aulas?";5975 ;"Sim, + de 20min";"2,4";1 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;20 ;"1.20- Nas aulas síncronas, com diferentes professor, foi realizado intervalo entre as aulas?";5976 ;Não houve intervalo;22;9 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;21 ;"1.21-  Nas aulas síncronas, com o mesmo professor, foi realizado intervalo entre as aulas?";5980 ;Não houve intervalo;"70,7";29 ;41 
Física;174 ;I. Avaliação discente sobre as disciplinas e os docentes;21 ;"1.21-  Nas aulas síncronas, com o mesmo professor, foi realizado intervalo entre as aulas?";5981 ;"Sim, 10 a 20 min.";"29,3";12 ;41 
Física;175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5800 ;Ótimo;"13,8";4 ;29 
Física;175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5801 ;Bom;"34,5";10 ;29 
Física;175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5922 ;Regular;"20,7";6 ;29 
Física;175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5923 ;Ruim;"27,6";8 ;29 
Física;175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5924 ;Péssimo;"3,4";1 ;29 
Física;175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5802 ;Ótimo;"6,9";2 ;29 
Física;175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5803 ;Bom;"24,1";7 ;29 
Física;175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5925 ;Regular;"27,6";8 ;29 
Física;175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5926 ;Ruim;"24,1";7 ;29 
Física;175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5927 ;Péssimo;"17,2";5 ;29 
Física;175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5804 ;Ótimo;"10,3";3 ;29 
Física;175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5805 ;Bom;"20,7";6 ;29 
Física;175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5928 ;Regular;31;9 ;29 
Física;175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5929 ;Ruim;"20,7";6 ;29 
Física;175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5930 ;Péssimo;"17,2";5 ;29 
Física;177 ;IV. Avaliação do Instrumento;1 ;4.01- Como você avalia este Instrumento de Consulta?;5846 ;Ótimo.;"21,4";6 ;28 
Física;177 ;IV. Avaliação do Instrumento;1 ;4.01- Como você avalia este Instrumento de Consulta?;5847 ;Bom.;"46,4";13 ;28 
Física;177 ;IV. Avaliação do Instrumento;1 ;4.01- Como você avalia este Instrumento de Consulta?;5848 ;Regular.;25;7 ;28 
Física;177 ;IV. Avaliação do Instrumento;1 ;4.01- Como você avalia este Instrumento de Consulta?;5850 ;Péssimo.;"7,1";2 ;28 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5854 ;Regular;"12,5";1 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5855 ;Não necessito;"87,5";7 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;2 ;2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?;5856 ;Bom;"37,5";3 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;2 ;2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?;5858 ;Regular;25;2 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;2 ;2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?;5937 ;Ótimo;"37,5";3 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;3 ;"2.03- Para sua aprendizagem, você considera mais adequado atividades:";5774 ;Somente síncronas;"12,5";1 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;3 ;"2.03- Para sua aprendizagem, você considera mais adequado atividades:";5861 ;Ambas;"87,5";7 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;4 ;"2.04- Neste período de isolamento social, você está precisando acompanhar/cuidar de familiares?";5935 ;Sim;50;4 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;4 ;"2.04- Neste período de isolamento social, você está precisando acompanhar/cuidar de familiares?";5936 ;Não;50;4 ;8 
Física (CRG);173 ;II. Informações sobre Atividades de Ensino;5 ;2.05- Você solicitou o empréstimo de equipamento(s) de tecnologia(s) e/ou dispositivo de dados de internet disponibilizado pelos editais do Projeto de Inclusão Digital da UEM?;6354 ;Não;100;8 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5778 ;Ótimo;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5779 ;Bom;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5780 ;Regular;50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5782 ;Ótimo;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5783 ;Bom;50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5784 ;Regular;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5789 ;Bom;"87,5";7 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5790 ;Regular;"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5792 ;Bom;"62,5";5 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5793 ;Regular;"37,5";3 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5794 ;Ótimo;50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5795 ;Bom;50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5871 ;Ótimo;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5872 ;Bom;50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5873 ;Regular;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5876 ;Ótimo;"37,5";3 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5877 ;Bom;50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5917 ;NSI;"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5881 ;Ótimo;"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5882 ;Bom;"62,5";5 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5883 ;Regular;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5886 ;Ótimo;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5887 ;Bom;50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5888 ;Regular;25;2 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5892 ;Suficiente;75;6 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5893 ;"Condizente, em parte";"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5894 ;Insuficiente;"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5965 ;Sim;"87,5";7 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5966 ;Não;"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5897 ;"Sim, todos os dias";"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5898 ;"Sim, pouco frequente";50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5943 ;"Sim, frequentemente";"37,5";3 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;13 ;"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?";5953 ;"Sim, foi cumprido";100;8 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5955 ;"Sim, de 1 a 3";"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5964 ;Não;"87,5";7 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5958 ;Suficiente;100;8 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5968 ;"Sim, suficiente";"87,5";7 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5969 ;"Não, insuficiente";"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;17 ;"1.17- O tempo de correção das provas e o retorno para os alunos, foi corente?";5986 ;"Sim, no prazo";100;8 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5972 ;Não solicitei;50;4 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5983 ;Sim;"37,5";3 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5985 ;Não;"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;19 ;1.19- Foi necessária a sua presença fora da sua residência para a realização de atividades ou de avaliações periódicas?;5982 ;Sim;"12,5";1 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;19 ;1.19- Foi necessária a sua presença fora da sua residência para a realização de atividades ou de avaliações periódicas?;5984 ;Não;"87,5";7 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;20 ;"1.20- Nas aulas síncronas, com diferentes professor, foi realizado intervalo entre as aulas?";5974 ;"Sim, 10 a 20 min.";100;8 ;8 
Física (CRG);174 ;I. Avaliação discente sobre as disciplinas e os docentes;21 ;"1.21-  Nas aulas síncronas, com o mesmo professor, foi realizado intervalo entre as aulas?";5981 ;"Sim, 10 a 20 min.";100;8 ;8 
Física (CRG);175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5800 ;Ótimo;"12,5";1 ;8 
Física (CRG);175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5801 ;Bom;75;6 ;8 
Física (CRG);175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5923 ;Ruim;"12,5";1 ;8 
Física (CRG);175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5803 ;Bom;"12,5";1 ;8 
Física (CRG);175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5925 ;Regular;75;6 ;8 
Física (CRG);175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5926 ;Ruim;"12,5";1 ;8 
Física (CRG);175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5805 ;Bom;75;6 ;8 
Física (CRG);175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5928 ;Regular;"12,5";1 ;8 
Física (CRG);175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5929 ;Ruim;"12,5";1 ;8 
Física (CRG);177 ;IV. Avaliação do Instrumento;1 ;4.01- Como você avalia este Instrumento de Consulta?;5846 ;Ótimo.;25;2 ;8 
