Codigo_Curso;Nome_Do_Curso;Centro_de_Ensino;cd_subgrupo;nm_subgrupo;nu_pergunta;pergunta;ORDEM_OPCOES;OPCAO;Porcentagem;Respostas;Total_do_Curso
19;Agronomia;CCA;224;6. Disciplina/professor;1780;6.9 - Importância da disciplina no curso;7846;Muito importante;47.0588235294118;32;68
19;Agronomia;CCA;224;6. Disciplina/professor;1780;6.9 - Importância da disciplina no curso;7847;Importante;39.7058823529412;27;68
19;Agronomia;CCA;224;6. Disciplina/professor;1780;6.9 - Importância da disciplina no curso;7848;Pouco importante;5.88235294117647;4;68
19;Agronomia;CCA;224;6. Disciplina/professor;1780;6.9 - Importância da disciplina no curso;7849;Não importante;7.35294117647059;5;68
19;Agronomia;CCA;224;6. Disciplina/professor;1780;6.9 - Importância da disciplina no curso;7863;Não sei informar;0.0;0;68
19;Agronomia;CCA;224;6. Disciplina/professor;1781;6.10 - Carga horária destinada para a disciplina;7850;Insuficiente;2.94117647058824;2;68
19;Agronomia;CCA;224;6. Disciplina/professor;1781;6.10 - Carga horária destinada para a disciplina;7851;Excessiva;14.7058823529412;10;68
19;Agronomia;CCA;224;6. Disciplina/professor;1781;6.10 - Carga horária destinada para a disciplina;7852;Boa;32.3529411764706;44;136
19;Agronomia;CCA;224;6. Disciplina/professor;1781;6.10 - Carga horária destinada para a disciplina;7853;Condizente em parte;17.6470588235294;12;68
19;Agronomia;CCA;224;6. Disciplina/professor;1781;6.10 - Carga horária destinada para a disciplina;7864;Não sei informar;0.0;0;68
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1784;7.1 - Apresentação do regulamento e do critério de avaliação do estágio;7870;Ótimo;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1784;7.1 - Apresentação do regulamento e do critério de avaliação do estágio;7871;Bom;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1784;7.1 - Apresentação do regulamento e do critério de avaliação do estágio;7872;Regular;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1784;7.1 - Apresentação do regulamento e do critério de avaliação do estágio;7873;Ruim;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1784;7.1 - Apresentação do regulamento e do critério de avaliação do estágio;7874;Péssimo;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1784;7.1 - Apresentação do regulamento e do critério de avaliação do estágio;7875;Não se aplica;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1784;7.1 - Apresentação do regulamento e do critério de avaliação do estágio;7876;Não sei informar;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1785;7.2 - Carga horária destinada ao estágio;7877;Ótimo;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1785;7.2 - Carga horária destinada ao estágio;7878;Bom;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1785;7.2 - Carga horária destinada ao estágio;7879;Regular;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1785;7.2 - Carga horária destinada ao estágio;7880;Ruim;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1785;7.2 - Carga horária destinada ao estágio;7881;Péssimo;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1785;7.2 - Carga horária destinada ao estágio;7882;Não se aplica;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1785;7.2 - Carga horária destinada ao estágio;7883;Não sei informar;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1786;7.3 - Frequência e pontualidade do Professor Orientador nos encontros;7884;Não sei informar;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1786;7.3 - Frequência e pontualidade do Professor Orientador nos encontros;7885;Ótimo;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1786;7.3 - Frequência e pontualidade do Professor Orientador nos encontros;7886;Bom;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1786;7.3 - Frequência e pontualidade do Professor Orientador nos encontros;7887;Regular;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1786;7.3 - Frequência e pontualidade do Professor Orientador nos encontros;7888;Ruim;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1786;7.3 - Frequência e pontualidade do Professor Orientador nos encontros;7889;Péssimo;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1786;7.3 - Frequência e pontualidade do Professor Orientador nos encontros;7890;Não se aplica;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1787;7.4 - Contribuições do Professor/Profissional Supervisor no local do estágio;7891;Ótimo;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1787;7.4 - Contribuições do Professor/Profissional Supervisor no local do estágio;7892;Bom;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1787;7.4 - Contribuições do Professor/Profissional Supervisor no local do estágio;7893;Regular;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1787;7.4 - Contribuições do Professor/Profissional Supervisor no local do estágio;7894;Ruim;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1787;7.4 - Contribuições do Professor/Profissional Supervisor no local do estágio;7895;Péssimo;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1787;7.4 - Contribuições do Professor/Profissional Supervisor no local do estágio;7896;Não se aplica;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1787;7.4 - Contribuições do Professor/Profissional Supervisor no local do estágio;7897;Não sei informar;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1788;7.5 - Condições das unidades concedentes para o desenvolvimento do estágio;7898;Ótimo;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1788;7.5 - Condições das unidades concedentes para o desenvolvimento do estágio;7899;Bom;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1788;7.5 - Condições das unidades concedentes para o desenvolvimento do estágio;7900;Regular;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1788;7.5 - Condições das unidades concedentes para o desenvolvimento do estágio;7901;Ruim;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1788;7.5 - Condições das unidades concedentes para o desenvolvimento do estágio;7902;Péssimo;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1788;7.5 - Condições das unidades concedentes para o desenvolvimento do estágio;7903;Não se aplica;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1788;7.5 - Condições das unidades concedentes para o desenvolvimento do estágio;7904;Não sei informar;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1789;7.6 - Relação entre o estágio e o futuro exercício profissional;7905;Ótimo;50.0;1;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1789;7.6 - Relação entre o estágio e o futuro exercício profissional;7906;Bom;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1789;7.6 - Relação entre o estágio e o futuro exercício profissional;7907;Regular;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1789;7.6 - Relação entre o estágio e o futuro exercício profissional;7908;Ruim;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1789;7.6 - Relação entre o estágio e o futuro exercício profissional;7909;Péssimo;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1789;7.6 - Relação entre o estágio e o futuro exercício profissional;7910;Não se aplica;0.0;0;2
19;Agronomia;CCA;230;7. Avaliação discente sobre o Estágio (diferenciar disciplina de estágio);1789;7.6 - Relação entre o estágio e o futuro exercício profissional;7911;Não sei informar;50.0;1;2
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1792;8.1 - Apresentação do regulamento e do critério de avaliação do TCC;7925;Ótimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1792;8.1 - Apresentação do regulamento e do critério de avaliação do TCC;7926;Bom;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1792;8.1 - Apresentação do regulamento e do critério de avaliação do TCC;7927;Regular;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1792;8.1 - Apresentação do regulamento e do critério de avaliação do TCC;7928;Ruim;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1792;8.1 - Apresentação do regulamento e do critério de avaliação do TCC;7929;Péssimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1792;8.1 - Apresentação do regulamento e do critério de avaliação do TCC;7930;Não se aplica;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1792;8.1 - Apresentação do regulamento e do critério de avaliação do TCC;7931;Não sei informar;100.0;1;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1793;8.2 - Atividades realizadas pelo coordenador do TCC para o desenvolvimento e para o acompanhamento do seu trabalho;7932;Ótimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1793;8.2 - Atividades realizadas pelo coordenador do TCC para o desenvolvimento e para o acompanhamento do seu trabalho;7933;Bom;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1793;8.2 - Atividades realizadas pelo coordenador do TCC para o desenvolvimento e para o acompanhamento do seu trabalho;7934;Regular;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1793;8.2 - Atividades realizadas pelo coordenador do TCC para o desenvolvimento e para o acompanhamento do seu trabalho;7935;Ruim;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1793;8.2 - Atividades realizadas pelo coordenador do TCC para o desenvolvimento e para o acompanhamento do seu trabalho;7936;Péssimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1793;8.2 - Atividades realizadas pelo coordenador do TCC para o desenvolvimento e para o acompanhamento do seu trabalho;7937;Não se aplica;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1793;8.2 - Atividades realizadas pelo coordenador do TCC para o desenvolvimento e para o acompanhamento do seu trabalho;7938;Não sei informar;100.0;1;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1794;8.3 - Carga horária destinada ao TCC;7939;Ótimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1794;8.3 - Carga horária destinada ao TCC;7940;Bom;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1794;8.3 - Carga horária destinada ao TCC;7941;Regular;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1794;8.3 - Carga horária destinada ao TCC;7942;Ruim;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1794;8.3 - Carga horária destinada ao TCC;7943;Péssimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1794;8.3 - Carga horária destinada ao TCC;7944;Não se aplica;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1794;8.3 - Carga horária destinada ao TCC;7945;Não sei informar;100.0;1;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1796;8.4 - Disponibilidade do professor orientador para as orientações do TCC;7946;Ótimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1796;8.4 - Disponibilidade do professor orientador para as orientações do TCC;7947;Bom;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1796;8.4 - Disponibilidade do professor orientador para as orientações do TCC;7948;Regular;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1796;8.4 - Disponibilidade do professor orientador para as orientações do TCC;7949;Ruim;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1796;8.4 - Disponibilidade do professor orientador para as orientações do TCC;7950;Péssimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1796;8.4 - Disponibilidade do professor orientador para as orientações do TCC;7951;Não se aplica;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1796;8.4 - Disponibilidade do professor orientador para as orientações do TCC;7952;Não sei informar;100.0;1;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1797;8.5 - Bibliografia disponível no acervo (biblioteca, base de dados etc.) da UEM para o desenvolvimento do TCC;7953;Ótimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1797;8.5 - Bibliografia disponível no acervo (biblioteca, base de dados etc.) da UEM para o desenvolvimento do TCC;7954;Bom;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1797;8.5 - Bibliografia disponível no acervo (biblioteca, base de dados etc.) da UEM para o desenvolvimento do TCC;7955;Regular;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1797;8.5 - Bibliografia disponível no acervo (biblioteca, base de dados etc.) da UEM para o desenvolvimento do TCC;7956;Ruim;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1797;8.5 - Bibliografia disponível no acervo (biblioteca, base de dados etc.) da UEM para o desenvolvimento do TCC;7957;Péssimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1797;8.5 - Bibliografia disponível no acervo (biblioteca, base de dados etc.) da UEM para o desenvolvimento do TCC;7958;Não se aplica;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1797;8.5 - Bibliografia disponível no acervo (biblioteca, base de dados etc.) da UEM para o desenvolvimento do TCC;7959;Não sei informar;100.0;1;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1798;8.6 - Suporte de informática da UEM para o desenvolvimento do TCC;7960;Ótimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1798;8.6 - Suporte de informática da UEM para o desenvolvimento do TCC;7961;Bom;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1798;8.6 - Suporte de informática da UEM para o desenvolvimento do TCC;7962;Regular;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1798;8.6 - Suporte de informática da UEM para o desenvolvimento do TCC;7963;Ruim;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1798;8.6 - Suporte de informática da UEM para o desenvolvimento do TCC;7964;Péssimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1798;8.6 - Suporte de informática da UEM para o desenvolvimento do TCC;7965;Não se aplica;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1798;8.6 - Suporte de informática da UEM para o desenvolvimento do TCC;7966;Não sei informar;100.0;1;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1799;8.7 - Importância do TCC para o futuro exercício profissional;7967;Ótimo;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1799;8.7 - Importância do TCC para o futuro exercício profissional;7968;Bom;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1799;8.7 - Importância do TCC para o futuro exercício profissional;7969;Regular;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1799;8.7 - Importância do TCC para o futuro exercício profissional;7970;Ruim;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1799;8.7 - Importância do TCC para o futuro exercício profissional;7971;Péssimo;100.0;1;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1799;8.7 - Importância do TCC para o futuro exercício profissional;7972;Não se aplica;0.0;0;1
19;Agronomia;CCA;231;8. Avaliação discente sobre o TCC;1799;8.7 - Importância do TCC para o futuro exercício profissional;7973;Não sei informar;0.0;0;1
19;Agronomia;CCA;232;9. Avaliação discente sobre o Instrumento de Avaliação;1802;9.1 - Como você avalia este Instrumento de Avaliação;7981;Ótimo;100.0;2;2
19;Agronomia;CCA;232;9. Avaliação discente sobre o Instrumento de Avaliação;1802;9.1 - Como você avalia este Instrumento de Avaliação;7982;Bom;0.0;0;2
19;Agronomia;CCA;232;9. Avaliação discente sobre o Instrumento de Avaliação;1802;9.1 - Como você avalia este Instrumento de Avaliação;7983;Regular;0.0;0;2
19;Agronomia;CCA;232;9. Avaliação discente sobre o Instrumento de Avaliação;1802;9.1 - Como você avalia este Instrumento de Avaliação;7984;Ruim;0.0;0;2
19;Agronomia;CCA;232;9. Avaliação discente sobre o Instrumento de Avaliação;1802;9.1 - Como você avalia este Instrumento de Avaliação;7985;Péssimo;0.0;0;2
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1766;1.1- Sua frequência nas disciplinas presenciais;7786;Bom;20.0;1;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1766;1.1- Sua frequência nas disciplinas presenciais;7787;Regular;20.0;1;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1766;1.1- Sua frequência nas disciplinas presenciais;7788;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1766;1.1- Sua frequência nas disciplinas presenciais;7789;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1766;1.1- Sua frequência nas disciplinas presenciais;7854;Ótimo;60.0;3;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1767;1.2- Sua frequência nas disciplinas remotas;7790;Ótimo;60.0;3;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1767;1.2- Sua frequência nas disciplinas remotas;7791;Bom;40.0;2;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1767;1.2- Sua frequência nas disciplinas remotas;7792;Regular;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1767;1.2- Sua frequência nas disciplinas remotas;7793;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1767;1.2- Sua frequência nas disciplinas remotas;7866;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1768;1.3- Seu empenho e participação nas disciplinas;7794;Ótimo;40.0;2;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1768;1.3- Seu empenho e participação nas disciplinas;7795;Bom;60.0;3;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1768;1.3- Seu empenho e participação nas disciplinas;7796;Regular;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1768;1.3- Seu empenho e participação nas disciplinas;7797;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1768;1.3- Seu empenho e participação nas disciplinas;7867;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1769;1.4- Sua aprendizagem nas disciplinas;7798;Ótimo;40.0;2;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1769;1.4- Sua aprendizagem nas disciplinas;7799;Bom;60.0;3;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1769;1.4- Sua aprendizagem nas disciplinas;7800;Regular;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1769;1.4- Sua aprendizagem nas disciplinas;7801;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1769;1.4- Sua aprendizagem nas disciplinas;7868;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1770;1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.;7802;Ótimo;80.0;4;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1770;1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.;7803;Bom;20.0;1;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1770;1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.;7804;Regular;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1770;1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.;7805;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;225;1. Avaliação discente sobre a autoavaliação;1770;1.5- Seu interesse em participar de projetos de ensino, pesquisa, extensão, monitoria, programas, etc.;7869;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1791;2.1 - Condições de acesso ao material bibliográfico das disciplinas;7912;Ótimo;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1791;2.1 - Condições de acesso ao material bibliográfico das disciplinas;7913;Bom;40.0;2;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1791;2.1 - Condições de acesso ao material bibliográfico das disciplinas;7914;Regular;60.0;3;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1791;2.1 - Condições de acesso ao material bibliográfico das disciplinas;7915;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1791;2.1 - Condições de acesso ao material bibliográfico das disciplinas;7916;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1791;2.1 - Condições de acesso ao material bibliográfico das disciplinas;7917;Não se aplica;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1791;2.1 - Condições de acesso ao material bibliográfico das disciplinas;7924;Não sei informar;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1795;2.2 - Condições e atendimento dos laboratórios utilizados pelo curso;7918;Ótimo;20.0;1;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1795;2.2 - Condições e atendimento dos laboratórios utilizados pelo curso;7919;Bom;40.0;2;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1795;2.2 - Condições e atendimento dos laboratórios utilizados pelo curso;7920;Regular;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1795;2.2 - Condições e atendimento dos laboratórios utilizados pelo curso;7921;Ruim;40.0;2;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1795;2.2 - Condições e atendimento dos laboratórios utilizados pelo curso;7922;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1795;2.2 - Condições e atendimento dos laboratórios utilizados pelo curso;7923;Não se aplica;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1795;2.2 - Condições e atendimento dos laboratórios utilizados pelo curso;7974;Não sei informar;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1801;2.3 - Condições e atendimento da biblioteca;7975;Ótimo;20.0;1;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1801;2.3 - Condições e atendimento da biblioteca;7976;Bom;40.0;2;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1801;2.3 - Condições e atendimento da biblioteca;7977;Regular;40.0;2;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1801;2.3 - Condições e atendimento da biblioteca;7978;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1801;2.3 - Condições e atendimento da biblioteca;7979;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1801;2.3 - Condições e atendimento da biblioteca;7980;Não se aplica;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1801;2.3 - Condições e atendimento da biblioteca;7986;Não sei informar;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1803;2.4 - Atendimento na secretaria do curso;7987;Bom;20.0;1;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1803;2.4 - Atendimento na secretaria do curso;7988;Regular;20.0;1;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1803;2.4 - Atendimento na secretaria do curso;7989;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1803;2.4 - Atendimento na secretaria do curso;7990;Péssimo;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1803;2.4 - Atendimento na secretaria do curso;7991;Não se aplica;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1803;2.4 - Atendimento na secretaria do curso;7992;Não sei informar;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1803;2.4 - Atendimento na secretaria do curso;7993;Ótimo;60.0;3;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1805;2.5 - Limpeza e manutenção nas salas e no departamento do seu curso;7994;Ótimo;40.0;2;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1805;2.5 - Limpeza e manutenção nas salas e no departamento do seu curso;7995;Bom;60.0;3;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1805;2.5 - Limpeza e manutenção nas salas e no departamento do seu curso;7996;Regular;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1805;2.5 - Limpeza e manutenção nas salas e no departamento do seu curso;7997;Ruim;0.0;0;5
46;Agronomia (CAU);CCA;233;2. Avaliação discente sobre a infraestrutura;1805;2.5 - Limpeza e manutenção nas salas e no departamento do seu curso;7998;Péssimo;0.0;0;5
